Авторы;Идентификатор автора(ов);Название;Год
Figurnov M., Collins M.D., Zhu Y., Zhang L., Huang J., Vetrov D., Salakhutdinov R.;"57194205652;37017080400;55440772600;55875492700;50761096800;8382687000;57203057355;";Spatially adaptive computation time for residual networks;2017
Apenko S.N, Klimenko O.A;"57192010208;57221666470;";Differentiation criteria for strategic and non-strategic project and programmes;2017
Babenko A., Lempitsky V.;"55365536600;22234735100;";Product split trees;2017
Rassadin A., Gruzdev A., Savchenko A.;"57195612821;57213914710;42962245900;";Group-Level emotion recognition using transfer learning from face identification;2017
Rodriges Zalipynis R.A.;"57197832000;";Array DBMS in environmental science: Satellite sea surface height data in the cloud;2017
Kantor V.K.;"37095241800;";Karamzin, or Russia’s European path;2017
Besschetnova E.V.;"57195737021;";"Nikolai M. Karamzin; establishing russian enlightenment ideas";2017
Kara-Murza A.A.;"57195757946;";Traveler or fugitive?A new reading of Nikolai Karamzin’s letters of a Russian traveler;2017
Zhukova O.A.;"57195633740;";Nikolai Karamzin’s philosophy of history in Russia’s intellectual culture;2017
Kiseleva M.S.;"57195552634;";"History of the Russian state as personal project; vasily tatishehev and Nikolai Karamzin";2017
Yushkov E.V., Lukin A.S.;"24328938100;57192991294;";Magnetic helicity generation in the frame of Kazantsev model;2017
Grigoryev D., Berry J.W.;"57191706675;7402634538;";Acculturation Preferences, Ethnic and Religious Identification and the Socio-Economic Adaptation of Russian-Speaking Immigrants in Belgium;2017
Loader M.;"57191536905;";Restricting Russians: language and immigration laws in Soviet Latvia, 1956–1959;2017
Rampazzo Gambarato R., Tárcia L.P.T.;"56039359500;57126247200;";Transmedia Strategies in Journalism: An analytical model for the news coverage of planned events;2017
Kozlov A., Vershubskaya G., Kozlova M., Ryzhaenkov V.;"57217591854;57194624286;56735898600;55862786800;";The influence of the “traditional” and “westernized” distribution of products in the “arctic cuisine” on the nutrition status of the indigenous northerners [Vliianie “traditsionnogo” i “vesternizirovan-nogo” raspredeleniia produktov “arkticheskoi kukhni” na status pitaniia korennykh severian];2017
Vyshlenkova E.A.;"57202947153;";The Problem of Training of Professors of Medicine in Russia of the Beginning of XIX Century;2017
Borovitskaya I.V., Pimenov V.N., Gribkov V.A., Padukh M., Bondarenko G.G., Gaidar A.I., Paramonova V.V., Morozov E.V.;"7801456545;35546277900;55401706200;7003524484;7103344120;24729382700;55189563600;57189906051;";Structural Changes in the Vanadium Sample Surface Induced by Pulsed High-Temperature Deuterium Plasma and Deuterium Ion Fluxes;2017
Logvenkov S.A., Stein A.A.;"6507407644;57192074608;";A Mathematical Model of Spatial Self-Organization in a Mechanically Active Cellular Medium;2017
Grechishnikova D.A., Poptsova M.S.;"57192207427;16177766600;";The Physical and Geometric Properties of Human Transposon Stem–Loop Structures under Natural Selection;2017
Sizikova T.E., Stunzha N.A., Poveshenko A.F., Agavelyan R.O., Voloshina T.V.;"55793802500;57200858476;57193662411;57142428300;57200857294;";The influence of modern web technologies on the development of a new kind of thinking;2017
Coates D., Naidenova I., Parshakov P.;"7102942663;55881002000;55881045400;";Determinants of Russian football club brands;2017
Moskovskaya A.A., Berendyaev A.A., Moskvina A.Yu.;"6503871529;57200247978;57200249011;";Between social and economic good: Conflicting projects of legitimation of social entrepreneurship in Russia;2017
Bogachev V.I., Shaposhnikov S.V.;"7005751293;36953589600;";Integrability and continuity of solutions to Fokker–Planck–Kolmogorov equations;2017
Yaple Z., Martinez-Saito M., Feurra M., Shestakova A., Klucharev V.;"57190490937;57200109006;15047818300;6701794973;6508265153;";Transcranial alternating current stimulation modulates risky decision making in a frequency-controlled experiment;2017
Maslov V.P.;"7202893841;";On the hidden parameter in quantum and classical physics;2017
Karasev M., Novikova E., Vybornyi E.;"7004372754;7102446642;56050841000;";Instantons via breaking geometric symmetry in hyperbolic traps;2017
Grushin V.V.;"57197669224;";Generalized method of stationary phase for the Fourier transform of a rapidly oscillating function;2017
Backens S., Shnirman A., Makhlin Y., Gefen Y., Mooij J.E., Schön G.;"57200011406;6603674816;7003487723;7003855110;7006667587;7006099229;";Emulating Majorana fermions and their braiding by Ising spin chains;2017
Kononov Y.A., Morozov A.Y.;"56708346700;7202104775;";Rectangular superpolynomials for the figure-eight knot 41;2017
Maslov V.P.;"7202893841;";Two first principles of earth surface thermodynamics. mesoscopy, energy accumulation, and the branch point in boson–fermion transition;2017
Zhukova E.I., Malova K.V., Popov V.Y., Grigorenko E.E., Petrukovich A.A., Zelenyi L.M.;"57198883126;6603449845;7404533606;7005318576;6603784406;7004885025;";Acceleration and particle transport in collisionless plasma in the process of dipolarization and nonstationary turbulence;2017
Ivanov E.S., Artamonova I.V., Ivanov S.S., Guzenkova A.S.;"7201647905;36833294200;57197019875;6506338514;";Low-Alloy Steel Corrosion Resistance in Natural Gas Preparation Production Solutions;2017
Godunov S.I., Machet B., Vysotsky M.I.;"37007506700;6603595077;7005732490;";Resonances in positron scattering on a supercritical nucleus and spontaneous production of e+e- pairs;2017
Arutyunov K.Y., Lehtinen J.S., Radkevich A.A., Semenov A.G., Zaikin A.D.;"6603572972;55099794000;57195486135;57189572950;7103103279;";Density of states of narrow superconducting channels in the regime of quantum fluctuations of the order parameter;2017
Sorainen A., Isupova O., Avdeeva A., Zhabenko A.;"6506357297;55622966000;55611519900;57197796200;";Strategies of non-normative families, parenting and reproduction in neo-traditional Russia;2017
Merzlyakov S., Khabibullin R.;"55431356400;57197772991;";Information policy of the Bank of Russia: The influence of the press releases on the interbank rate;2017
Kapeliushnikov R.;"57204415458;";Is technological change a devourer of jobs?;2017
Haiden F., Katzarkov L., Kontsevich M.;"57197772224;6603096456;6601963502;";Flat surfaces and stability structures;2017
Prutskov G.V., Chesnokov Y.M., Vasilliev A.L., Likhachev I.A., Pashaev E.M., Subbotin I.A.;"56770041000;56198237800;57197755137;24076484600;7003888371;8651114000;";Study of magnetic metal periodic structures by X-Ray and electron microscopy methods;2017
Brodetskii G.L.;"6602102357;";Influence of order payment delays on the efficiency of multinomenclature reserve control models;2017
Gromov E., Malomed B.;"56802827200;57194699446;";Solitons of the coupled Schrödinger-Korteweg-de Vries system with arbitrary strengths of the nonlinearity and dispersion;2017
Martynova O.V., Sushinskaya-Tetereva A.O., Balaev V.V., Ivanitskii A.M.;"7005067326;57193447075;55312315500;7006504164;";Correlation between the Functional Connectivity of Brain Areas Active in the Resting State with Behavioral and Psychological Indicators;2017
Del Giudice M., Khan Z., De Silva M., Scuotto V., Caputo F., Carayannis E.;"54412034700;56189972400;57196002365;55960201200;57189995566;7006225155;";The microlevel actions undertaken by owner-managers in improving the sustainability practices of cultural and creative small and medium enterprises: A United Kingdom–Italy comparison;2017
Kolokolov I.V., Lebedev V.V.;"7003722702;8971405800;";Large-scale flow in two-dimensional turbulence at static pumping;2017
Carnoy M., Marotta L., Louzano P., Khavenson T., Guimarães F.R.F., Carnauba F.;"6701611241;56878826100;55323025600;53984321400;57196486402;57196481249;";Intranational comparative education: What state differences in student achievement can teach us about improving education-the case of Brazil;2017
Zolotova I.Y., Dvorkin V.V.;"57196423416;57196411418;";Short-term forecasting of prices for the Russian wholesale electricity market based on neural networks;2017
Janssen M.C.W., Parakhonyak A., Parakhonyak A.;"7202771385;55504254500;57196422420;";Non-reservation price equilibria and consumer search;2017
Aymaliev I.M.;"57191274750;";Corporate motivations for donating to the police in Bulgaria;2017
Ledyaev V.G., Chirikova A.;"23567224800;8719886500;";Power in Local Russian Communities: Patterns of Interaction Between Legislative and Executive Branches of Local Government;2017
Casault S., Groen A.J., Linton J.D.;"16644678000;14043795100;7005943883;";Towards a better understanding of the dynamics of value creation in R&D intensive small firms;2017
Filippov S.P., Dil’man M.D., Ionov M.S.;"7006004634;6603370812;54684099800;";Demand of the power industry of Russia for gas turbines: the current state and prospects;2017
Makarov A.A., Veselov F.V., Makarova A.S., Novikova T.V., Pankrushina T.G.;"35494878300;6504617502;7004075260;7102310219;56871167400;";Strategic prospects of the electric power industry of Russia;2017
Kustov A.;"57195994878;";How ethnic structure affects civil conflict: A model of endogenous grievance;2017
Kuvshinskaya Y.M.;"57195927051;";Predicate agreement with quantifier phrases containing the words polovina or tret’ and an approximative marker;2017
Mikheeva I.B., Shubina L., Matveeva N., Pavlik L.L., Kitchigina V.F.;"7003684093;37087741100;57194632397;57195923398;56047001200;";Fatty acid amide hydrolase inhibitor URB597 may protect against kainic acid–induced damage to hippocampal neurons: Dependence on the degree of injury;2017
Berry J.W., Hou F.;"7402634538;7007178649;";Acculturation, discrimination and wellbeing among second generation of immigrants in Canada;2017
Gerry C.J., Kaneva M., Zasimova L.;"8592870000;56500734100;57189500027;";Reforming voluntary drug insurance in Russian healthcare: does social solidarity matter?;2017
Feigin V.L., Krishnamurthi R.V., Theadom A.M., Abajobir A.A., Mishra S.R., Ahmed M.B., Abate K.H., Mengistie M.A., Wakayo T., Abd-Allah F., Abdulle A.M., Abera S.F., Mohammed K.E., Abyu G.Y., Asgedom S.W., Atey T.M., Betsu B.D., Mezgebe H.B., Tuem K.B., Woldu M.A., Aichour A.N., Aichour I., Aichour M.T., Akinyemi R.O., Alabed S., Al-Raddadi R., Alvis-Guzman N., Amare A.T., Ansari H., Anwari P., Ärnlöv J., Fereshtehnejad S., Weiderpass E., Havmoeller R., Asayesh H., Avila-Burgos L., Avokpaho E.F.G.A., Afrique L.E.R.A.S., Azarpazhooh M.R., Barac A., Barboza M., Barker-Collo S.L., Bärnighausen T., Farvid M.S., Mohammed S., Bedi N., Beghi E., Giussani G., Bennett D.A., Hay S.I., Goulart A.C., Santos I.S., Bensenor I.M., Lotufo P.A., Berhane A., Jeemon P., Bhaumik S., Dandona L., Dandona R., Kumar G.A., Birlik S.M., Biryukov S., Casey D., Foreman K.J., Goldberg E.M., Khalil I.A., Kyu H.H., Manhertz T., Mokdad A.H., Naghavi M., Nguyen G., Nichols E., Smith M., Murray C.J.L., Roth G.A., Stanaway J.D., Vos T., Ellenbogen R.G., Jakovljevic M.B., Tirschwell D.L., Zunt J.R., Boneya D.J., Hambisa M., Bulto L.N.B., Carabin H., Castañeda-Orjuela C.A., Catalá-López F., Tabarés-Seisdedos R., Chen H., Chitheer A.A., Chowdhury R., Christensen H., Deveber G.A., Dharmaratne S.D., Do H.P., Nguyen C.T., Nguyen Q.L., Nguyen T.H., Nong V.M., Dokova K., Dorsey E.R., Eskandarieh S., Fischer F., Majeed A., Steiner T.J., Rawaf S., Shakir R., Shoman H., Geleijnse J.M., Gillum R.F., Gona P.N., Gugnani H.C., Gupta R., Hachinski V., Hamadeh R.R., Hankey G.J., Hareri H.A., Heydarpour P., Sahraian M.A., Kasaeian A., Malekzadeh R., Roshandel G., Sepanlou S.G., Hotez P.J., Javanbakht M., Jonas J.B., Kalkonde Y., Kandel A., Karch A., Kastor A., Rahman M.H.U., Keiyoro P.N., Khader Y.S., Khan E.A., Khang Y., Khoja A.T.A., Tran B.X., Khubchandani J., Kim D., Kim Y.J., Kivimaki M., Kokubo Y., Kosen S., Kravchenko M., Piradov M.A., Varakin Y.Y., Defo B.K., Kulkarni C., Kumar R., Larsson A., Lavados P.M., Li Y., Liang X., Liben M.L., Lo W.D., Logroscino G., Loy C.T., Mackay M.T., Meretoja A., Szoeke C.E.I., Abd El Razek H.M., Mantovani L.G., Massano J., Mazidi M., McAlinden C., Mehata S., Mehndiratta M.M., Memish Z.A., Mendoza W., Mensah G.A., Wijeratne T., Miller T.R., Mohamed Ibrahim N., Mohammadi A., Moradi-Lakeh M., Velasquez I.M., Musa K.I., Ngunjiri J.W., Ningrum D.N.A., Norrving B., Stein D.J., Noubiap J.J.N., Ogbo F.A., Renzaho A.M.N., Owolabi M.O., Pandian J.D., Parmar P.G., Pereira D.M., Petzold M., Phillips M.R., Poulton R.G., Pourmalek F., Qorbani M., Rafay A., Rai R.K., Rajsic S., Ranta A., Rezai M.S., Rubagotti E., Sachdev P., Safiri S., Sahathevan R., Samy A.M., Santalucia P., Sartorius B., Satpathy M., Sawhney M., Saylan M.I., Shaikh M.A., Shamsizadeh M., Sheth K.N., Shigematsu M., Silva D.A.S., Sobngwi E., Sposato L.A., Stovner L.J., Stovner L.J., Abdulkader R.S., Tanne D., Thrift A.G., Topor-Madry R., Truelsen T., Ukwaja K.N., Uthman O.A., Vasankari T., Venketasubramanian N., Vlassov V.V., Wadilo F., Wallin M.T., Westerman R., Wiysonge C.S., Wolfe C.D., Xavier D., Xu G., Yano Y., Yimam H.H., Yonemoto N., Yu C., Zaidi Z., Zaki M.E.;"57203677957;6602173083;14124024500;57203613441;57208010960;57207802317;57207943858;57200737004;57205609717;36503428900;6603592018;57205180598;57216551957;57190277969;57203681037;57209784978;57196316128;57222113213;57216106503;55648411900;57195486768;57195485980;57195488258;25633566800;57218250716;57219673720;57210741239;57202220009;56919376000;57217465526;6602512227;57202557520;57223665948;57212075728;55334322800;8530790100;57209842037;57207710300;35301548800;55550748700;56650777100;57193065514;23011726900;57216534761;57222728369;57218390202;7004809655;57200843076;57219699278;7101875313;57201181348;57198312911;7004830338;7003331101;57200410735;57216324831;55643126300;7007017243;57203043697;57139550500;57190275478;57195296731;56844735100;57209064414;57191842703;57205654930;57217040073;57195486490;7004813962;57207906323;57191591002;57205756163;57195484737;55481130700;55074747400;57201210928;57223885848;7007098380;14318929700;7003788101;6602746216;57194067231;56134753700;57196074547;57208461675;35769124700;57202553733;6602981102;35331605500;57191848415;57216138475;57202099623;57204345472;57216324802;57200737094;56531347200;57223642100;57195288439;55507077200;57201523771;23102496300;57211720158;55508208800;7102027801;16837503200;6602475959;55374140100;57208324664;35195702500;7103181331;57219703762;57225801849;55705295300;7101953309;57202769526;7102816661;57195292447;57189359029;55886074600;57195540738;7005197760;14034446800;36248136000;7004958298;57204619886;57215380211;57200250807;57200197349;57223444197;56652275600;57208867497;57203177260;55654192600;57218791274;57198904674;57194229795;41961645200;57211720011;57223019104;57205347113;7004391239;56155004000;57211346192;57202569007;7003731802;6603192360;6602271655;7003817609;56133945200;56381985300;57188955599;57226216163;56509767200;57188568119;8964933400;7004888005;7003650959;7103172855;12775885500;6505920990;57192381583;7006357517;25632444800;57200232563;35325278500;57211773159;57202557864;7005059350;57216905642;57196028147;14051317700;7403948600;6504514356;56720095000;35617421300;57192705612;57194536466;57195296110;57195329470;12792377500;55769747595;55490374000;57200737136;6505786588;8904729100;6701618847;56042101100;57200690024;7003628893;57202563610;7006256743;8309390500;24831040300;57212263323;57213930712;57196448260;26768039500;55273796300;57208389589;7102284091;56009654100;35332739200;36973661300;6507542396;12788526800;57202563691;57217153893;56253241700;57203122601;57195940127;8415971600;23968093000;36985158000;6701427993;25640261000;57208843799;57201788390;57195295816;7006302238;7004824524;57211182892;57202824565;57202824584;23026328100;57200592416;56804702100;57211633239;57194049305;57201573668;57218361023;6507441509;57202754705;55403963100;57203583113;57196965200;57196325590;57204947657;57201889726;57197376721;57203666922;";Global, regional, and national burden of neurological disorders during 1990–2015: a systematic analysis for the Global Burden of Disease Study 2015;2017
