Авторы;Идентификатор автора(ов);Название;Год
Croitoru M.D., Shanenko A.A., Vagov A., Vasenko A.S., Milošević M.V., Axt V.M., Peeters F.M.;"7004499090;6701772893;6603682653;8964807800;56207762100;7004912667;55203838700;";Influence of Disorder on Superconducting Correlations in Nanoparticles;2016
Bruzzo U., Markushevich D.G., Tikhomirov A.S.;"6604044725;6602606847;14042700700;";Symplectic instanton bundles on (Formula presented.) and ’t Hooft instantons;2016
Prokhorov Y., Zaidenberg M.;"7003439691;7005142617;";Examples of cylindrical Fano fourfolds;2016
Cheltsov I., Przyjalkowski V., Shramov C.;"6603174801;12798013900;35957244100;";Quartic double solids with icosahedral symmetry;2016
Bogomolov F.A., Böhning C., Graf von Bothmer H.-C.;"6603748855;16306258200;23486999800;";Birationally isotrivial fiber spaces;2016
Merzon G., Smirnov E.;"23398174200;24448714500;";Determinantal identities for flagged Schur and Schubert polynomials;2016
Trepalin A.;"55910904700;";Quotients of cubic surfaces;2016
Popov V.L.;"13605069500;";Birational splitting and algebraic group actions;2016
Bogomolov F., Cheltsov I., Mangolte F., Shramov C., Testa D.;"6603748855;6603174801;6602387644;35957244100;21741278900;";Spitsbergen volume;2016
Trepalin A.;"55910904700;";QUOTIENTS OF CONIC BUNDLES;2016
Frye T., Yakovlev A.;"7004219854;57220732255;";Elections and Property Rights: A Natural Experiment From Russia;2016
Guskova M.S., Barash L.Y., Shchur L.N.;"57000360600;12765472700;56004933800;";RNGAVXLIB: Program library for random number generation, AVX realization;2016
Salukvadze J., Golubchikov O.;"36497297200;36863575200;";City as a geopolitics: Tbilisi, Georgia - A globalizing metropolis in a turbulent region;2016
Veselova Y.;"56928340700;";The difference between manipulability indices in the IC and IANC models;2016
Murashov Y., Ratnikova T.;"57197757259;57194725782;";Under-reported income of Russian households;2016
Shastitko A., Golovanova S.;"14621167700;57188661964;";Meeting blindly... Is Austrian economics useful for dynamic capabilities theory?;2016
Coates T., Corti A., Galkin S., Kasprzyk A.;"35306685500;24576713400;55567948600;24399086600;";Quantum periods for 3-dimensional Fano manifolds;2016
Natanzon S.M., Zabrodin A.V.;"6603742412;7004036132;";Formal solutions to the KP hierarchy;2016
Soboleva A.;"19639351400;";Zorkin v. Morschakova: Legal dispute in rhetorical terms;2016
Kynev A.;"57192079220;";Party politics in the Russian Regions: Competition of interest groups under the Guise of Parties;2016
Kislov S.V., Kislov V.G., Balasch P.V., Skazochkin A.V., Bondarenko G.G., Tikhonov A.N.;"56940719300;56940305700;57189525480;6508248800;7103344120;57190030962;";Wear resistance of a metal surface modified with minerals;2016
Andreev D.V., Bondarenko G.G., Andreev V.V., Stolyarov A.A.;"56500115200;7103344120;57191446935;7005527969;";Modification of thin oxide films of MOS structure by high-field injection and irradiation;2016
Kislov S.V., Kislov V.G., Balasch P.V., Skazochkin A.V., Bondarenko G.G., Tikhonov A.N.;"56940719300;56940305700;57189525480;6508248800;7103344120;57190030962;";Wear resistance of a metal surface modified with minerals;2016
Lankina T.V., Libman A., Obydenkova A.;"6508077821;35763477800;23486515000;";Appropriation and Subversion: Precommunist Literacy, Communist Party Saturation, and Postcommunist Democratic Outcomes;2016
Buzmakov A., Egho E., Jay N., Kuznetsov S.O., Napoli A., Raïssi C.;"56018681500;55642437100;24733668200;7202573378;7005873419;56153297500;";On mining complex sequential data by means of FCA and pattern structures;2016
Stegailov V.V., Zhilyaev P.A.;"6603823822;35326075000;";Warm dense gold: Effective ion-ion interaction and ionisation;2016
Grigoryan L.K.;"56180262200;";National identity and anti-immigrant attitudes: The case of Russia;2016
Fabrykant M., Magun V.;"36701274900;7801670521;";Grounded and normative dimensions of national pride in comparative perspective;2016
Gostev I.M.;"6602252369;";About Shape Identification Methods of Objects Invariant to Projective Transformations;2016
Kardakova A., Shishkin A., Semenov A., Goltsman G.N., Ryabchun S., Klapwijk T.M., Bousquet J., Eon D., Sacépé B., Klein Th., Bustarret E.;"39861647200;57202987039;7402498907;7006771637;15766226900;7006694350;56017893300;6602419771;23978891500;57117174500;7007102960;";Relaxation of the resistive superconducting state in boron-doped diamond films;2016
Semyonov V.P., Timofeev A.V.;"57132863500;57201423009;";Resonance regions of extended Mathieu equation;2016
Shchur L.N., Krashakov S.A.;"56004933800;6602334073;";New trends in Computer Simulations in Physics and not only in physics;2016
Lebedev P.A.;"57188758083;";Integrating GPGPU computations with CPU coroutines in C++;2016
Manita L.;"6507604680;";Optimization problems for WSNs: Trade-off between synchronization errors and energy consumption;2016
Manita A.;"55664795400;";On Behavior of Stochastic Synchronization Models;2016
Nikolskiy V., Stegailov V.;"57218858664;6603823822;";Floating-point performance of ARM cores and their efficiency in classical molecular dynamics;2016
Belov A., Slastnikov S.;"56201930300;57188762921;";Improving the efficiency of solving discrete optimization problems: The case of VRP;2016
Ziganurova L., Novotny M.A., Shchur L.N.;"57188758769;7202426031;56004933800;";Model for the evolution of the time profile in optimistic parallel discrete event simulations;2016
Tagiew R., Ignatov D.I., Delhibabu R.;"25653188300;56926915100;55582493200;";Economics of internet-based hospitality exchange;2016
Lomazova I.A., Popova-Zeugmann L.;"6701413146;6505973677;";Controlling Petri Net Behavior using Priorities for Transitions;2016
Viktorov I., Abramov A.;"56684727900;57192678333;";The state capture of Russian non-bank financial institutions and markets after the 2008 crisis;2016
Belavin A., Gepner D., Kononov Y.;"57204155478;6602939057;56708346700;";Flat coordinates of topological conformal field theory and solutions of the Gauss–Manin system;2016
Rudnev M., Magun V., Schmidt P.;"55984347800;7801670521;55438467100;";Basic human values: Stability of value typology in Europe;2016
Zlotnik A.A.;"7101674545;";On conservative spatial discretizations of the barotropic quasi-gasdynamic system of equations with a potential body force;2016
Aleksandrov A.A., Knyazeva V.M., Stankevich L.N., Dmitrieva E.S., Shestakova A.N.;"7201397873;55339321700;6701338372;56647022400;6701794973;";Mismatch negativity affects muscle fatigue during repeated contraction trials of different durations;2016
Gavrylenko P., Marshakov A.;"54683886200;57190030240;";Exact conformal blocks for the W-algebras, twist fields and isomonodromic deformations;2016
Kukharenko A.S., Elizarov A.A.;"24484728700;7005491804;";Methods for extension of the rejection band of microwave devices on the basis of planar modified mushroom-shaped metamaterial structures;2016
Gaigné C., Riou S., Thisse J.-F.;"11241574900;56182858900;55941795900;";How to make the metropolitan area work? Neither big government, nor laissez-faire;2016
Levanova T.A., Kazakov A.O., Osipov G.V., Kurths J.;"55602449100;57192956902;7005282169;35317963900;";Dynamics of ensemble of inhibitory coupled Rulkov maps;2016
Thurner T.W., Zaichenko S.;"23978154900;55904548800;";SECTORAL DIFFERENCES in TECHNOLOGY TRANSFER;2016
Losovskii B.Y., Dumskii D.V., Logvinenko S.V.;"6603475326;57133037900;8723756000;";Refinement of the parameters of the binary pulsar B0655+64 based on 111 MHz observations;2016
Malyutina S., Richardson J.D., Den Ouden D.B.;"55935739000;36473709900;23479291000;";Verb Argument Structure in Narrative Speech: Mining AphasiaBank;2016
Fridman G., Lapina M.;"8645194900;57127095400;";Maximum likelihood approach for demand unconstraining problem with censoring information incompleteness;2016
Galli G., Santarnecchi E., Feurra M., Bonifazi M., Rossi S., Paulus M.P., Rossi A.;"56817076900;36132010100;15047818300;6602847660;57191781131;7103254393;56918636600;";Individual and sex-related differences in pain and relief responsiveness are associated with differences in resting-state functional networks in healthy volunteers;2016
Djankov S., Nikolova E., Zilinsky J.;"7003925517;56998477300;56998633800;";The happiness gap in Eastern Europe;2016
Fedyukin I., Gabdrakhmanov S.;"6504720097;21740821400;";Cultural capital and education in St. Petersburg: The Noble Cadet Corps, 1732-1762;2016
Sharaev M.G., Zavyalova V.V., Ushakov V.L., Kartashov S.I., Velichkovsky B.M.;"56664515200;57191350361;35849953400;55929831400;57216017177;";Effective connectivity within the default mode network: Dynamic causal modeling of resting-state fMRI data;2016
Musaev E.T.;"35223818100;";Exceptional field theory: SL(5);2016
Zotov L.V., Bizouard C.;"6603169173;6603368769;";Reconstruction of prograde and retrograde Chandler excitation;2016
Blokh A., Oversteegen L., Ptacek R., Timorin V.;"7005428933;6506515353;16307840100;6507568071;";Quadratic-Like Dynamics of Cubic Polynomials;2016
Li J., Li Y., Pardalos P.M.;"56323942000;56804779300;7005330875;";Multi-depot vehicle routing problem with time windows under shared depot resources;2016
Malyshev D.S.;"25522390800;";Two cases of polynomial-time solvability for the coloring problem;2016
Haagsma J.A., Graetz N., Bolliger I., Naghavi M., Higashi H., Mullany E.C., Abera S.F., Abraham J.P., Adofo K., Alsharif U., Ameh E.A., Ammar W., Antonio C.A.T., Barrero L.H., Bekele T., Bose D., Brazinova A., Catalá-López F., Dandona L., Dandona R., Dargan P.I., De Leo D., Degenhardt L., Derrett S., Dharmaratne S.D., Driscoll T.R., Duan L., Ermakov S.P., Farzadfar F., Feigin V.L., Franklin R.C., Gabbe B., Gosselin R.A., Hafezi-Nejad N., Hamadeh R.R., Hijar M., Hu G., Jayaraman S.P., Jiang G., Khader Y.S., Khan E.A., Krishnaswami S., Kulkarni C., Lecky F.E., Leung R., Lunevicius R., Lyons R.A., Majdan M., Mason-Jones A.J., Matzopoulos R., Meaney P.A., Mekonnen W., Miller T.R., Mock C.N., Norman R.E., Orozco R., Polinder S., Pourmalek F., Rahimi-Movaghar V., Refaat A., Rojas-Rueda D., Roy N., Schwebel D.C., Shaheen A., Shahraz S., Skirbekk V., Søreide K., Soshnikov S., Stein D.J., Sykes B.L., Tabb K.M., Temesgen A.M., Tenkorang E.Y., Theadom A.M., Tran B.X., Vasankari T.J., Vavilala M.S., Vlassov V.V., Woldeyohannes S.M., Yip P., Yonemoto N., Younis M.Z., Yu C., Murray C.J.L., Vos T.;"57202571125;56276346000;57202568683;9246620100;57190802917;57208989650;57205180598;57203894879;57216996837;57211633255;7006356993;57208159281;55247644500;57208560675;57195086149;57205255835;57216996405;57202553733;7007017243;57203043697;7004249431;7006128644;7004040033;57221993252;8269895600;7005928308;56150781400;7006796196;57195049611;57203677957;7201428429;6603439472;57193194468;57216814261;57202769526;57216555124;57218106596;57204716526;56984997300;55654192600;37117200200;7101616028;7003817609;6701858418;56276497100;57216165063;55259733900;36147855100;7201563263;57203438721;57208635601;57210741193;7403948600;7005790549;57194839077;10839525900;12766122200;8309390500;6507646446;57216641565;57203642966;7101831881;6603681532;57202560956;57215142060;57202564482;9233319000;57195195606;55769747595;57211183396;51162023700;56541894900;57216997115;14124024500;41961645200;57189653936;7004076648;57211633239;57195461619;7102503720;57204947657;8549393000;57201889726;55481130700;57223885848;";The global burden of injury: Incidence, mortality, disability-adjusted life years and time trends from the global burden of disease study 2013;2016
Beklemishev L., Flaminio T.;"6602096489;8886511600;";Franco Montagna’s Work on Provability Logic and Many-valued Logic;2016
Chubarova E.I.;"56721167400;";Periodic Residually Finite Groups with Abelian Subgroups of Finite Ranks;2016
Kogan K., López-Ortiz A., Nikolenko S.I., Sirotkin A.V.;"8219662100;6701682515;13608710100;55211091400;";Online Scheduling FIFO Policies with Admission and Push-Out;2016
Khanin K., Sobolevski A.;"57203238796;7004013625;";On Dynamics of Lagrangian Trajectories for Hamilton–Jacobi Equations;2016
Beketov M., Liashyk A., Zabrodin A., Zotov A.;"57015098400;57015271200;7004036132;35448469200;";Trigonometric version of quantum-classical duality in integrable systems;2016
Abankina I., Aleskerov F., Belousova V., Gokhberg L., Kiselgof S., Petrushchenko V., Shvydun S., Zinkovsky K.;"55862160400;7003947309;55861727800;6508192345;55809402400;56878996400;55862150500;55862027900;";From equality to diversity: Classifying Russian universities in a performance oriented system;2016
Sarpong D., Dong S., Appiah G.;"37066444200;56978546500;56798338800;";'Vinyl never say die': The re-incarnation, adoption and diffusion of retro-technologies;2016
Kalyagin V.A., Koldanov A.P., Pardalos P.M.;"13002922100;6603418986;7005330875;";On multivariate network analysis of statistical data sets with different measures of association;2016
Koldanov P.A., Kalyagin V.A., Bautin G.A.;"55630761900;13002922100;55630568100;";On some statistical procedures for stock selection problem;2016
Oshhepkov I.V.;"55354112400;";Plato's later dialectic [Pozdniaia dialektika Platona. Obshchaia kharakteristika];2016
Makarova I.V.;"57195550691;";Is knowledge about the singular possible? (Reading Aristotle with F. Suarez) [Poznavaemy li edinichnye veshchi? (Aristotel' i F. Suares o edinichnom)];2016
Zhukova O.A.;"57195633740;";Clarifying concepts: Political morality and the struggle of discourses in Russian thought of the early XXth century [Proiasniaia poniatiia: Politicheskaia moral' i bor'ba diskursov v russkoi mysli nachala XX veka];2016
Tagiew R., Ignatov D.I., Delhibabu R.;"25653188300;56926915100;55582493200;";Hospitality Exchange Services as a Source of Spatial and Social Data?;2016
Bain P.G., Milfont T.L., Kashima Y., Bilewicz M., Doron G., Garoarsdóttir R.B., Gouveia V.V., Guan Y., Johansson L.-O., Pasquali C., Corral-Verdugo V., Aragones J.I., Utsugi A., Demarque C., Otto S., Park J., Soland M., Steg L., González R., Lebedeva N., Madsen O.J., Wagner C., Akotia C.S., Kurz T., Saiz J.L., Schultz P.W., Einarsdóttir G., Saviolidis N.M.;"7006788953;8156566400;7005418612;55954148000;8505585000;35274962500;6603216095;7202924037;35588703600;57078258700;55989642100;56613633000;55484599500;55842491000;55632917900;35109553100;55798251500;6602228540;36339388700;8719892500;55355162900;56727356500;16068160200;9436949200;16307593700;7202484901;57078911700;57079089800;";Co-benefits of addressing climate change can motivate action around the world;2016
